iter	RMSE
388	0.0733678329
389	0.07335730357
390	0.07335032871
391	0.07326312585
392	0.07317507258
393	0.0731548104
394	0.07305267812
395	0.07299412112
396	0.0729079239
397	0.07281418153
398	0.07274718671
399	0.07265905637
400	0.07258815617
401	0.07251185168
402	0.07246278373
403	0.0723945397
404	0.0723183148
405	0.07221708096
406	0.07213105454
407	0.07203054606
408	0.07197196054
409	0.07196407055
410	0.0719561153
411	0.07189624978
412	0.07180647489
413	0.07174662267
414	0.07165913411
415	0.07161006211
416	0.07160109179
417	0.07152984368
418	0.07146804683
419	0.07137486212
420	0.07131335628
421	0.07130453892
422	0.07127554243
423	0.07123988887
424	0.07115439178
425	0.07108616512
426	0.07100765382
427	0.07093279608
428	0.07088275376
429	0.07081106467
430	0.07073907843
431	0.07066106122
432	0.07064749813
433	0.07058083577
434	0.07057421754
435	0.07051903098
436	0.07042203398
437	0.07041562295
438	0.07033449164
439	0.07024962432
440	0.07017133155
441	0.07008186917
442	0.07002259179
443	0.06995231127
444	0.06987752873
445	0.06979914068
446	0.069693493
447	0.0696647054
448	0.06960016626
449	0.06955811266
450	0.0694847834
451	0.06943944598
452	0.0693697617
453	0.06928612743
454	0.06926846456
455	0.06919819244
456	0.06919051046
457	0.0691430953
458	0.06906323076
459	0.06899365342
460	0.06893104639
461	0.06891015396
462	0.06884407173
463	0.06883685385
464	0.06883169341
465	0.06877007397
466	0.06870256337
467	0.06863674051
468	0.06858850045
469	0.0685422922
470	0.06850531635
471	0.06849900665
472	0.06847048871
473	0.06846518716
474	0.06839688624
475	0.0683311814
476	0.06827006123
477	0.06826376361
478	0.06820905817
479	0.06816626079
480	0.06813773407
481	0.06809192009
482	0.0680110882
483	0.06793201229
484	0.06792705329
485	0.0678810117
486	0.06781006912
487	0.06777194308
488	0.06771053879
489	0.06765462487
490	0.06760372185
491	0.06753316191
492	0.06745850316
493	0.06736645535
494	0.06728857631
495	0.06727190635
496	0.06719336165
497	0.06717050346
498	0.06709702414
499	0.06704521304
500	0.06698980683
501	0.06693332263
502	0.06687285957
503	0.06680776668
504	0.06674510017
505	0.06669046622
506	0.06668588682
507	0.0666142086
508	0.06656976109
509	0.06652776219
510	0.06649906329
511	0.06643259062
512	0.06637967165
513	0.06634986943
514	0.06625968601
515	0.06616109753
516	0.06608413266
517	0.06606672052
518	0.06599276986
519	0.06595559894
520	0.06588665061
521	0.06578289756
522	0.06573541009
523	0.06568456259
524	0.06563682854
525	0.06556724943
526	0.06552545548
527	0.06549240083
528	0.06548811521
529	0.06547542976
530	0.06541689363
531	0.0653790525
532	0.06534570493
533	0.0652662237
534	0.06523882583
535	0.06523516143
536	0.06521857477
537	0.06516413392
538	0.06509833817
539	0.06503063313
540	0.06498184561
541	0.0649783008
542	0.06493592422
543	0.06486683869
544	0.06480198916
545	0.06474567109
546	0.0647428147
547	0.06470686677
548	0.06467089906
549	0.06462705299
550	0.06457555662
551	0.06454112137
552	0.06448867331
553	0.06442861634
554	0.06436052949
555	0.06432408797
556	0.06429820351
557	0.06428388769
558	0.06424900923
559	0.06421469732
560	0.06418654686
561	0.06412636457
562	0.06412364464
563	0.06405102379
564	0.06399606552
565	0.06394739603
566	0.06389595519
567	0.06386360562
568	0.06384743467
569	0.06373839363
570	0.06368592855
571	0.06366009585
572	0.06362481356
573	0.06357357402
574	0.06355638686
575	0.06350794255
576	0.06344505026
577	0.06339223735
578	0.06335980098
579	0.06331432266
580	0.06325426471
581	0.06319150704
582	0.06318527651
583	0.06313336501
584	0.06308307441
585	0.06300072527
586	0.06297116084
587	0.06296780257
588	0.06290191691
589	0.06283886848
590	0.06277642262
591	0.06269871515
592	0.06264215362
593	0.0625926565
594	0.06258042848
595	0.06254848197
596	0.06250793932
597	0.06250550679
598	0.06246659023
599	0.06238675867
600	0.06233766395
601	0.06230631468
602	0.06228926451
603	0.06224371528
604	0.06218323247
605	0.06214677255
606	0.06207711206
607	0.06202164294
608	0.06198350049
609	0.06195725588
610	0.06195506366
611	0.06195109311
612	0.06194808165
613	0.06192110839
614	0.06186235594
615	0.06185322062
616	0.06179470446
617	0.06174458676
618	0.0617417178
619	0.06169376836
620	0.06163835362
621	0.06161418367
622	0.06154895809
623	0.06149105259
624	0.06144951293
625	0.0614222536
626	0.06137307258
627	0.06132353283
628	0.06127882062
629	0.06121915437
630	0.06117840412
631	0.06114795083
632	0.06111089295
633	0.06107335462
634	0.06107060024
635	0.06103872161
636	0.06100481041
637	0.06096619218
638	0.06092540875
639	0.06087548032
640	0.06084350921
641	0.06080832824
642	0.06080585489
643	0.06076349005
644	0.06070661423
645	0.06065269218
646	0.06062220266
647	0.06057358855
648	0.06053861217
649	0.0604840288
650	0.06047147052
651	0.06042323543
652	0.06038496696
653	0.06034195785
654	0.06030497473
655	0.06026823631
656	0.0602118012
657	0.06018899182
658	0.06014146708
659	0.06012105693
660	0.06008082374
661	0.06005242381
662	0.06001757445
663	0.05998398299
664	0.05994264853
665	0.05990351227
666	0.05988366271
667	0.05983983981
668	0.05983464062
669	0.05980651586
670	0.05977492981
671	0.05974805288
672	0.05971006256
673	0.05966053155
674	0.05965552093
675	0.05962782408
676	0.05960052781
677	0.0595459457
678	0.05951156478
679	0.05944148898
680	0.05940216388
681	0.05938613522
682	0.05936202193
683	0.05935966155
684	0.05933509948
685	0.05928889621
686	0.05922239034
687	0.05920557361
688	0.05915681326
689	0.05913265787
690	0.05909202169
691	0.05905478505
692	0.05899683803
693	0.05899361939
694	0.05895521905
695	0.05889383464
696	0.05886057052
697	0.058806973
698	0.0587254891
699	0.05867210706
700	0.05863400054
701	0.05861357905
702	0.05856524566
703	0.05851180201
704	0.05848697388
705	0.05844512498
706	0.05841196155
707	0.058367097
708	0.05833216337
709	0.05827421758
710	0.05823453299
711	0.05821403368
712	0.05818309445
713	0.05816141741
714	0.05813368257
715	0.05808657584
716	0.05803772083
717	0.05799778067
718	0.05796642079
719	0.05791679422
720	0.05788495309
721	0.05783493772
722	0.05783155134
723	0.05778942706
724	0.05777652127
725	0.05777487164
726	0.05773970126
727	0.05769163293
728	0.05765449267
729	0.05761039966
730	0.05756749764
731	0.05756446191
732	0.0575237879
733	0.05745618313
734	0.05742719854
735	0.05740150212
736	0.05736811007
737	0.0573292471
738	0.05730551875
739	0.05726135063
740	0.05721257333
741	0.05715552139
742	0.05712569253
743	0.05708602102
744	0.05702822578
745	0.05699879807
746	0.05697814045
747	0.05692207435
748	0.05688400341
749	0.05686047751
750	0.05681855071
751	0.0567706625
752	0.05672420783
753	0.05669486857
754	0.05667855065
755	0.0566171386
756	0.05660106851
757	0.05655296748
758	0.05650784663
759	0.05646995517
760	0.05644296869
761	0.05640676783
762	0.05635047873
763	0.05630836393
764	0.05626708139
765	0.05621897677
766	0.05618641335
767	0.05615347031
768	0.05613399868
769	0.05611477552
770	0.05610039349
771	0.0560646463
772	0.05605082364
773	0.05601253297
774	0.05597337705
775	0.05593894426
776	0.05589886765
777	0.05586400096
778	0.05580779071
779	0.05579100347
780	0.05577114951
781	0.05575195956
782	0.05572496959
783	0.05569510999
784	0.05564450617
785	0.05560284973
786	0.05558499417
787	0.05554126258
788	0.05550308025
789	0.05547163303
790	0.0554697753
791	0.05544137825
792	0.05540938917
793	0.05536575871
794	0.0553288759
795	0.05527910214
796	0.05523573766
797	0.05519594252
798	0.05517365837
799	0.05516558471
800	0.05516375551
801	0.0551416834
802	0.05509490059
803	0.05505667699
804	0.05503884194
805	0.05502043993
806	0.05500134845
807	0.05496210941
808	0.05491880436
809	0.05488399408
810	0.05484757208
811	0.05481274352
812	0.05478236256
813	0.05475124845
814	0.05472468353
815	0.05470541143
816	0.05466354982
817	0.05460575184
818	0.05456354847
819	0.0545336382
820	0.05450891212
821	0.05447398484
822	0.05444477576
823	0.05444278549
824	0.0544137615
825	0.05438065578
826	0.05434808009
827	0.05433400464
828	0.05431472093
829	0.05427215894
830	0.05423913908
831	0.0542129426
832	0.05417180607
833	0.05413823459
834	0.05408396339
835	0.0540762305
836	0.05404072913
837	0.05401291991
838	0.05398436281
839	0.05396073329
840	0.05393744357
841	0.05390650165
842	0.05389921739
843	0.05386379421
844	0.05384469716
845	0.05378797173
846	0.05374649779
847	0.05373461176
848	0.053705758
849	0.05367612633
850	0.05363153338
851	0.0536093169
852	0.05358050137
853	0.05355280972
854	0.05352099288
855	0.05347822523
856	0.05344796835
857	0.05341486835
858	0.05338453785
859	0.05334507328
860	0.05331617729
861	0.05325872409
862	0.05322693068
863	0.05320060113
864	0.05318453938
865	0.05314970202
866	0.05312095563
867	0.0530872298
868	0.05306234745
869	0.05302800688
870	0.05299140471
871	0.05295598073
872	0.05294389688
873	0.05289831262
874	0.05286870847
875	0.0528476578
876	0.05282142587
877	0.05280447204
878	0.05275894533
879	0.05271353526
880	0.052685611
881	0.05266586679
882	0.0526337945
883	0.0525934776
884	0.05255005546
885	0.05252962737
886	0.05249834656
887	0.05248338632
888	0.05246992549
889	0.0524418061
890	0.05239594349
891	0.05234023752
892	0.05233076119
893	0.05231006155
894	0.05227910182
895	0.0522333103
896	0.05223173453
897	0.05220743173
898	0.05218053435
899	0.05217039174
900	0.05213579648
901	0.0521043197
902	0.05208085168
903	0.0520364729
904	0.0520181831
905	0.05198257129
906	0.05195377862
907	0.05191252421
908	0.05186528037
909	0.05185224515
910	0.05183347561
911	0.05179090318
912	0.05177378163
913	0.05175952956
914	0.05172007003
915	0.05168776183
916	0.05167062993
917	0.0516242115
918	0.05158562758
919	0.05154024859
920	0.05152159244
921	0.05150944319
922	0.05147913545
923	0.05145703914
924	0.05141664666
925	0.05138360786
926	0.05137040411
927	0.05133502594
928	0.05132305578
929	0.05129386483
930	0.05126427885
931	0.0512302143
932	0.05120844778
933	0.05119635279
934	0.05117455647
935	0.05115141777
936	0.05112763952
937	0.05110067559
938	0.05103988429
939	0.05101734004
940	0.05099837304
941	0.05096470205
942	0.05095207211
943	0.05092482562
944	0.05089185645
945	0.05087096434
946	0.05083318347
947	0.05081215807
948	0.05076916634
949	0.0507550302
950	0.0507294809
951	0.05072400018
952	0.05069007901
953	0.05066041297
954	0.0506374405
955	0.05061293978
956	0.05059412873
957	0.05057491512
958	0.05054330018
959	0.05052432731
960	0.05047977113
961	0.05045335863
962	0.05042138066
963	0.05040147917
964	0.05038033856
965	0.05035092984
966	0.05032455658
967	0.05030928293
968	0.05027325536
969	0.05024358304
970	0.05024172632
971	0.05021790934
972	0.05018965719
973	0.05015693329
974	0.05015546762
975	0.05012273141
976	0.05006854728
977	0.05004336925
978	0.05000563681
979	0.04997693786
980	0.0499458252
981	0.049919278
982	0.04988361384
983	0.04985860275
984	0.04985608094
985	0.04980729349
986	0.04978625071
987	0.04973030328
988	0.04972337902
989	0.04968290057
990	0.04966127388
991	0.04964202717
992	0.04961425874
993	0.04960813551
994	0.04958462231
995	0.04955246043
996	0.04953529482
997	0.04951517157
998	0.04949277478
999	0.0494747144
